song,performer,count,decade,main_performer,release_date,title,main_artist,spotify_id,spotify_link,popularity,acousticness,analysis_url,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,explicit,genres,broad_genre
"Please Help Me, I'm Falling",Hank Locklin,22,1960,Hank Locklin,2003-03-01,"Please Help Me, I'm Falling",Hank Locklin,0dc0eU5THc1uE0Q0KV73XN,spotify:track:0dc0eU5THc1uE0Q0KV73XN,47,0.828,https://api.spotify.com/v1/audio-analysis/0dc0eU5THc1uE0Q0KV73XN,0.552,141467.0,0.336,0.0,7.0,0.324,-10.712,1.0,0.0311,105.479,4.0,0.553,False,"['country gospel', 'cowboy western', 'nashville sound', 'traditional country']",country
Sweet Nothin's,Brenda Lee,22,1960,Brenda Lee,1960-08-01,Sweet Nothin's,Brenda Lee,4ZiDhG5Ift5I6reAEOBBec,spotify:track:4ZiDhG5Ift5I6reAEOBBec,48,0.642,https://api.spotify.com/v1/audio-analysis/4ZiDhG5Ift5I6reAEOBBec,0.778,144600.0,0.413,0.00104,5.0,0.148,-10.551,1.0,0.0514,125.235,4.0,0.961,False,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'nashville sound', 'rockabilly', 'vocal jazz']",pop
Born Free,Roger Williams,21,1960,Roger Williams,1992-11-24,Born Free,Roger Williams,3AuPRF3WVgtCNvvspIWc0Z,spotify:track:3AuPRF3WVgtCNvvspIWc0Z,27,0.605,https://api.spotify.com/v1/audio-analysis/3AuPRF3WVgtCNvvspIWc0Z,0.627,144973.0,0.571,8.66e-06,0.0,0.202,-11.109,1.0,0.0355,117.903,4.0,0.566,False,"['adult standards', 'ballroom', 'easy listening', 'lounge']",pop
Hurt So Bad,The Lettermen,21,1960,The Lettermen,1987-01-01,Hurt So Bad - Remastered,The Lettermen,63ab3tF9sxQl9zXqnDI5Yk,spotify:track:63ab3tF9sxQl9zXqnDI5Yk,37,0.493,https://api.spotify.com/v1/audio-analysis/63ab3tF9sxQl9zXqnDI5Yk,0.436,139960.0,0.369,0.0,2.0,0.0565,-15.899,0.0,0.0348,102.055,4.0,0.499,False,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'vocal harmony group']",pop
Stranger On The Shore,Mr. Acker Bilk,21,1960,Mr. Acker Bilk,2008-12-10,Stranger on the Shore,Mr. Acker Bilk & His Paramount Jazz Band,39e0LjVC05qRY15TMmWGMN,spotify:track:39e0LjVC05qRY15TMmWGMN,5,0.988,https://api.spotify.com/v1/audio-analysis/39e0LjVC05qRY15TMmWGMN,0.405,188973.0,0.0201,0.888,10.0,0.111,-23.027,1.0,0.0376,77.951,4.0,0.271,False,[],unknown
"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,21,1960,Percy Faith And His Orchestra,1953,"The Theme from ""A Summer Place"" - Single Version",Percy Faith & His Orchestra,2kKL5kk4On8YRSKWDgXWMX,spotify:track:2kKL5kk4On8YRSKWDgXWMX,51,0.631,https://api.spotify.com/v1/audio-analysis/2kKL5kk4On8YRSKWDgXWMX,0.466,144893.0,0.389,0.843,5.0,0.295,-12.825,1.0,0.0253,92.631,4.0,0.749,False,"['adult standards', 'easy listening', 'lounge']",pop
Exodus,Ferrante & Teicher,21,1960,Ferrante & Teicher,1998-01-01,Exodus,Ferrante & Teicher,7MIzIo0Z9S8zmBiXdGwOeS,spotify:track:7MIzIo0Z9S8zmBiXdGwOeS,11,0.991,https://api.spotify.com/v1/audio-analysis/7MIzIo0Z9S8zmBiXdGwOeS,0.456,190359.0,0.221,0.882,2.0,0.185,-15.402,0.0,0.0351,91.562,4.0,0.122,False,"['adult standards', 'easy listening', 'exotica', 'lounge']",pop
Lonely Weekends,Charlie Rich,21,1960,Charlie Rich,1969-01-01,Lonely Weekends,Charlie Rich,5NTSEHKXOPJl8Jf1FIdAof,spotify:track:5NTSEHKXOPJl8Jf1FIdAof,25,0.723,https://api.spotify.com/v1/audio-analysis/5NTSEHKXOPJl8Jf1FIdAof,0.41,130080.0,0.836,0.000227,5.0,0.128,-8.876,1.0,0.0975,183.15,4.0,0.599,False,"['arkansas country', 'country', 'country gospel', 'country rock', 'cowboy western', 'nashville sound', 'outlaw country', 'rockabilly', 'traditional country']",country
I Left My Heart In San Francisco,Tony Bennett,21,1960,Tony Bennett,1962-06-18,(I Left My Heart) In San Francisco,Tony Bennett,1bYItjcPRtxZs6Ir71O5RB,spotify:track:1bYItjcPRtxZs6Ir71O5RB,57,0.955,https://api.spotify.com/v1/audio-analysis/1bYItjcPRtxZs6Ir71O5RB,0.313,170960.0,0.078,4.48e-06,0.0,0.169,-17.583,1.0,0.0332,128.065,4.0,0.125,False,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",pop
I Know (You Don't Love Me No More),Barbara George,20,1960,Barbara George,2016-04-29,I know (You Don't Love Me No More),Various Artists,4XqOfsUEWFTqtYsG8fqxS8,spotify:track:4XqOfsUEWFTqtYsG8fqxS8,16,0.206,https://api.spotify.com/v1/audio-analysis/4XqOfsUEWFTqtYsG8fqxS8,0.847,144933.0,0.415,0.0205,5.0,0.0686,-10.678,1.0,0.0526,123.214,4.0,0.807,False,[],unknown
Theme From The Apartment,Ferrante & Teicher,20,1960,Ferrante & Teicher,2009-01-01,"Theme From ""The Apartment""",Various Artists,7CUN42trHz1jiAooYUW1GC,spotify:track:7CUN42trHz1jiAooYUW1GC,13,0.295,https://api.spotify.com/v1/audio-analysis/7CUN42trHz1jiAooYUW1GC,0.886,147467.0,0.399,0.254,2.0,0.0974,-13.913,0.0,0.0599,118.949,4.0,0.723,False,[],unknown
Let The Little Girl Dance,Billy Bland,20,1960,Billy Bland,2012-08-14,Let the Little Girl Dance,Billy Bland,05vJ7T5PZFNCyTVULUaPI6,spotify:track:05vJ7T5PZFNCyTVULUaPI6,20,0.255,https://api.spotify.com/v1/audio-analysis/05vJ7T5PZFNCyTVULUaPI6,0.585,143099.0,0.527,0.0,5.0,0.361,-9.551,1.0,0.0716,143.418,4.0,0.965,False,[],unknown
I Fall To Pieces,Patsy Cline,20,1960,Patsy Cline,1961-11-27,I Fall To Pieces - Single Version,Patsy Cline,6zFsz86nAj5gcvzyVqNL3k,spotify:track:6zFsz86nAj5gcvzyVqNL3k,58,0.917,https://api.spotify.com/v1/audio-analysis/6zFsz86nAj5gcvzyVqNL3k,0.481,171333.0,0.0568,0.0,10.0,0.12,-20.508,1.0,0.0357,111.799,4.0,0.505,False,"['adult standards', 'country gospel', 'cowboy western', 'nashville sound', 'traditional country']",country
Going In Circles,The Friends Of Distinction,20,1960,The Friends Of Distinction,1969,Going In Circles,The Friends Of Distinction,5gUk26spbkbYgXmDTMbW3C,spotify:track:5gUk26spbkbYgXmDTMbW3C,42,0.809,https://api.spotify.com/v1/audio-analysis/5gUk26spbkbYgXmDTMbW3C,0.385,252280.0,0.339,0.0,4.0,0.307,-10.413,1.0,0.0373,117.449,3.0,0.278,False,"['classic soul', 'motown']",unknown
Mission Bell,Donnie Brooks,20,1960,Donnie Brooks,2005,Mission Bell,Various Artists,12zEAgwHjIQRYNiAAH5UiZ,spotify:track:12zEAgwHjIQRYNiAAH5UiZ,8,0.844,https://api.spotify.com/v1/audio-analysis/12zEAgwHjIQRYNiAAH5UiZ,0.572,143960.0,0.418,0.283,2.0,0.222,-12.757,1.0,0.0528,81.481,4.0,0.592,False,[],unknown
Last Date,Floyd Cramer,20,1960,Floyd Cramer,1979,Last Date - Instrumental,Floyd Cramer,7rbvjRc6ZTVA3GUXDx3Xtr,spotify:track:7rbvjRc6ZTVA3GUXDx3Xtr,45,0.858,https://api.spotify.com/v1/audio-analysis/7rbvjRc6ZTVA3GUXDx3Xtr,0.615,146760.0,0.306,0.958,0.0,0.15,-12.026,1.0,0.0289,103.818,3.0,0.613,False,"['easy listening', 'lounge', 'nashville sound']",pop
Town Without Pity,Gene Pitney,20,1960,Gene Pitney,2005,Town Without Pity,Gene Pitney,4g4h8NFHaYX29p3RLBdOkd,spotify:track:4g4h8NFHaYX29p3RLBdOkd,36,0.618,https://api.spotify.com/v1/audio-analysis/4g4h8NFHaYX29p3RLBdOkd,0.499,174147.0,0.535,7.55e-05,7.0,0.065,-6.43,1.0,0.0292,120.364,3.0,0.65,False,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'lounge', 'merseybeat', 'rock-and-roll', 'rockabilly']",pop
Greenfields,The Brothers Four,20,1960,The Brothers Four,1960,Greenfields,The Brothers Four,7F3R0rKXq5eYgPug8vqOdu,spotify:track:7F3R0rKXq5eYgPug8vqOdu,38,0.852,https://api.spotify.com/v1/audio-analysis/7F3R0rKXq5eYgPug8vqOdu,0.485,183360.0,0.182,0.0,11.0,0.112,-18.083,0.0,0.0434,110.608,1.0,0.357,False,"['adult standards', 'american folk revival', 'brill building pop', 'easy listening', 'folk', 'folk rock', 'lounge', 'traditional folk', 'vocal harmony group']",unknown
Up On The Roof,The Drifters,20,1960,The Drifters,2005-02-08,Up on the Roof,The Drifters,2806jBTs12WAfzFImSxJzL,spotify:track:2806jBTs12WAfzFImSxJzL,53,0.755,https://api.spotify.com/v1/audio-analysis/2806jBTs12WAfzFImSxJzL,0.584,155053.0,0.489,0.0,8.0,0.133,-6.182,1.0,0.0277,121.891,4.0,0.777,False,"['adult standards', 'brill building pop', 'bubblegum pop', 'lounge', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",pop
Will You Love Me Tomorrow,The Shirelles,19,1960,The Shirelles,1961-01-01,Will You Love Me Tomorrow,The Shirelles,0bwy3sGHeYwng2Ioicq6wf,spotify:track:0bwy3sGHeYwng2Ioicq6wf,61,0.312,https://api.spotify.com/v1/audio-analysis/0bwy3sGHeYwng2Ioicq6wf,0.55,160693.0,0.382,1.11e-05,0.0,0.221,-6.429,1.0,0.0263,136.128,4.0,0.464,False,"['adult standards', 'brill building pop', 'classic girl group', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",pop
Devil Or Angel,Bobby Vee,19,1960,Bobby Vee,1960-01-01,Devil Or Angel,Bobby Vee,5JL4jmmogEql62ljHdlYP6,spotify:track:5JL4jmmogEql62ljHdlYP6,31,0.9,https://api.spotify.com/v1/audio-analysis/5JL4jmmogEql62ljHdlYP6,0.389,141200.0,0.266,0.0,5.0,0.11,-11.791,1.0,0.0346,102.833,4.0,0.615,False,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'lounge', 'merseybeat', 'rock-and-roll', 'rockabilly']",pop
Hey Jude,The Beatles,19,1960,The Beatles,2000-11-13,Hey Jude - Remastered 2015,The Beatles,0aym2LBJBk9DAYuHHutrIl,spotify:track:0aym2LBJBk9DAYuHHutrIl,77,0.0112,https://api.spotify.com/v1/audio-analysis/0aym2LBJBk9DAYuHHutrIl,0.386,425653.0,0.607,1.38e-05,10.0,0.088,-7.7,1.0,0.0261,147.207,4.0,0.532,False,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",rock
The Wanderer,Dion,19,1960,Dion,2005-01-01,The Wanderer,Dion & The Belmonts,4EoUALVwY4i7U6uKRhk8hr,spotify:track:4EoUALVwY4i7U6uKRhk8hr,59,0.823,https://api.spotify.com/v1/audio-analysis/4EoUALVwY4i7U6uKRhk8hr,0.605,163627.0,0.544,0.00579,2.0,0.338,-11.37,1.0,0.0682,115.779,4.0,0.797,False,"['adult standards', 'brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",pop
Cotton Fields,The Highwaymen,19,1960,The Highwaymen,1972,Michael/Cotton Fields Medley,The Highway Men,5pgq6Pzyr8iF2Rs7vzC1nd,spotify:track:5pgq6Pzyr8iF2Rs7vzC1nd,3,0.86,https://api.spotify.com/v1/audio-analysis/5pgq6Pzyr8iF2Rs7vzC1nd,0.48,289228.0,0.237,0.128,0.0,0.945,-18.666,1.0,0.375,103.182,4.0,0.469,False,[],unknown
Mountain Of Love,Harold Dorman,19,1960,Harold Dorman,1993-01-01,Mountain Of Love,Various Artists,7sq3da2yf4tSAIMNpMbTdJ,spotify:track:7sq3da2yf4tSAIMNpMbTdJ,10,0.767,https://api.spotify.com/v1/audio-analysis/7sq3da2yf4tSAIMNpMbTdJ,0.458,148119.0,0.445,0.0,4.0,0.593,-14.373,1.0,0.0469,115.907,4.0,0.771,False,[],unknown
Let Me In,The Sensations,19,1960,The Sensations,2015-09-15,Let Me In (Originally Performed by the Sensations) [Karaoke Version],The Karaoke Channel,5akXAXqDNFpIUd4rHHTM7l,spotify:track:5akXAXqDNFpIUd4rHHTM7l,2,0.481,https://api.spotify.com/v1/audio-analysis/5akXAXqDNFpIUd4rHHTM7l,0.709,172508.0,0.854,0.000129,10.0,0.301,-4.371,1.0,0.0326,135.097,4.0,0.895,False,['karaoke'],pop
Everyday People,Sly & The Family Stone,19,1960,Sly & The Family Stone,1999-10-08,Everyday People,Various Artists,7lL2lMWNtzOcf5HnEudNgn,spotify:track:7lL2lMWNtzOcf5HnEudNgn,64,0.245,https://api.spotify.com/v1/audio-analysis/7lL2lMWNtzOcf5HnEudNgn,0.813,139507.0,0.619,0.0151,7.0,0.113,-8.203,1.0,0.0294,114.58,4.0,0.774,False,[],unknown
Peppermint Twist - Part I,Joey Dee & the Starliters,19,1960,Joey Dee & the Starliters,2011-01-03,Peppermint Twist Part I,Joey Dee & The Starliters,3RW8ZidI0OE9BnzZeNoNQv,spotify:track:3RW8ZidI0OE9BnzZeNoNQv,0,0.881,https://api.spotify.com/v1/audio-analysis/3RW8ZidI0OE9BnzZeNoNQv,0.326,259267.0,0.816,0.326,8.0,0.185,-14.825,1.0,0.0527,147.213,4.0,0.826,False,['rock-and-roll'],rock
People,Barbra Streisand,19,1960,Barbra Streisand,2014-09-10,People (with Stevie Wonder),Barbra Streisand,0s7UEtczBGK68zYCi1y6W8,spotify:track:0s7UEtczBGK68zYCi1y6W8,31,0.768,https://api.spotify.com/v1/audio-analysis/0s7UEtczBGK68zYCi1y6W8,0.481,254853.0,0.436,3.26e-05,7.0,0.0975,-8.299,1.0,0.0281,95.105,4.0,0.27,False,"['adult standards', 'disco', 'hollywood', 'mellow gold', 'soft rock']",pop
I Love You,People,18,1960,People,2010-01-01,I Love You,Various Artists,1lwoluJGH1W0Ue0CCwR9cS,spotify:track:1lwoluJGH1W0Ue0CCwR9cS,23,0.696,https://api.spotify.com/v1/audio-analysis/1lwoluJGH1W0Ue0CCwR9cS,0.467,274960.0,0.414,5.87e-05,9.0,0.074,-13.764,0.0,0.0522,117.029,4.0,0.305,False,[],unknown
Days Of Wine And Roses,Henry Mancini And His Orchestra,18,1960,Henry Mancini And His Orchestra,1991-09-01,Days of Wine and Roses (arr. R. Hayman): Days Of Wine And Roses,Claudio Casanova & His Orchestra,5Uoei8258ZUDvpVfOXaI2i,spotify:track:5Uoei8258ZUDvpVfOXaI2i,1,0.965,https://api.spotify.com/v1/audio-analysis/5Uoei8258ZUDvpVfOXaI2i,0.256,197027.0,0.213,0.916,5.0,0.106,-16.704,1.0,0.0314,75.712,4.0,0.0377,False,[],unknown
Goodbye Cruel World,James Darren,18,1960,James Darren,1962,Goodbye Cruel World,James Darren,2zaXKQ2IErjfIGGES2ai6C,spotify:track:2zaXKQ2IErjfIGGES2ai6C,11,0.713,https://api.spotify.com/v1/audio-analysis/2zaXKQ2IErjfIGGES2ai6C,0.522,146720.0,0.757,0.0,11.0,0.592,-8.867,1.0,0.0448,114.789,4.0,0.902,False,['adult standards'],pop
Mashed Potato Time,Dee Dee Sharp,18,1960,Dee Dee Sharp,1962-01-01,Mashed Potato Time,Dee Dee Sharp,6jouZcdraQvsbh7SWkLEui,spotify:track:6jouZcdraQvsbh7SWkLEui,44,0.0705,https://api.spotify.com/v1/audio-analysis/6jouZcdraQvsbh7SWkLEui,0.674,150867.0,0.473,4.79e-05,2.0,0.0593,-7.193,1.0,0.0362,125.046,4.0,0.847,False,"['brill building pop', 'classic girl group', 'doo-wop', 'motown', 'philly soul', 'rhythm and blues']",pop
Save The Last Dance For Me,The Drifters,18,1960,The Drifters,2005-02-08,Save the Last Dance for Me,The Drifters,391TUcoPonqYykPkSZ5Z9U,spotify:track:391TUcoPonqYykPkSZ5Z9U,59,0.614,https://api.spotify.com/v1/audio-analysis/391TUcoPonqYykPkSZ5Z9U,0.54,154960.0,0.53,0.0,4.0,0.198,-10.583,1.0,0.0361,143.453,4.0,0.896,False,"['adult standards', 'brill building pop', 'bubblegum pop', 'lounge', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",pop
Moon River,Jerry Butler,18,1960,Jerry Butler,2007-01-01,Moon River,Jerry Butler,3PSyChiN8udWx9rLGDk2Ym,spotify:track:3PSyChiN8udWx9rLGDk2Ym,14,0.364,https://api.spotify.com/v1/audio-analysis/3PSyChiN8udWx9rLGDk2Ym,0.199,160507.0,0.493,0.000411,2.0,0.182,-9.619,1.0,0.0337,108.025,4.0,0.365,False,"['beach music', 'brill building pop', 'chicago soul', 'classic soul', 'motown', 'philly soul', 'quiet storm', 'rhythm and blues', 'soul']",pop
Do You Love Me,The Contours,18,1960,The Contours,2003-01-01,Do You Love Me - Mono Single,The Contours,5MbNAHqNksNDycMZ0WUaO5,spotify:track:5MbNAHqNksNDycMZ0WUaO5,59,0.423,https://api.spotify.com/v1/audio-analysis/5MbNAHqNksNDycMZ0WUaO5,0.615,172400.0,0.796,0.0,5.0,0.0888,-6.508,1.0,0.0404,150.464,4.0,0.76,False,"['brill building pop', 'motown', 'northern soul', 'soul']",pop
Hang 'Em High,Booker T. & The MG's,18,1960,Booker T. & The MG's,2007-01-01,Hang 'Em High,Booker T. & the M.G.'s,4XajvhmSABrV5DaNddP0EK,spotify:track:4XajvhmSABrV5DaNddP0EK,12,0.0149,https://api.spotify.com/v1/audio-analysis/4XajvhmSABrV5DaNddP0EK,0.427,237307.0,0.344,0.838,5.0,0.0883,-14.975,1.0,0.0376,116.822,4.0,0.668,False,"['blues', 'classic soul', 'funk', 'instrumental funk', 'memphis soul', 'soul', 'southern soul']",pop
Sink The Bismark,Johnny Horton,18,1960,Johnny Horton,1956,Sink the Bismark,Johnny Horton,1wuRCnD6sLvs9YuIOlqqOj,spotify:track:1wuRCnD6sLvs9YuIOlqqOj,43,0.648,https://api.spotify.com/v1/audio-analysis/1wuRCnD6sLvs9YuIOlqqOj,0.679,194933.0,0.546,3.62e-05,3.0,0.057,-12.609,1.0,0.0729,115.234,4.0,0.964,False,"['country', 'country gospel', 'cowboy western', 'nashville sound', 'outlaw country', 'rock-and-roll', 'rockabilly', 'traditional country']",country
Boogaloo Down Broadway,The Fantastic Johnny C,18,1960,The Fantastic Johnny C,1967-01-01,Boogaloo Down Broadway,Various Artists,2Bk60jCRijs78fJ24u7j3z,spotify:track:2Bk60jCRijs78fJ24u7j3z,5,0.704,https://api.spotify.com/v1/audio-analysis/2Bk60jCRijs78fJ24u7j3z,0.802,155067.0,0.675,0.0,10.0,0.0631,-5.811,1.0,0.0424,130.7,4.0,0.962,False,[],unknown
He's A Rebel,The Crystals,18,1960,The Crystals,2012-04-24,He Hit Me (It Felt Like a Kiss),The Crystals,5TdCUrQdTWZoTSAZH7Pfup,spotify:track:5TdCUrQdTWZoTSAZH7Pfup,24,0.607,https://api.spotify.com/v1/audio-analysis/5TdCUrQdTWZoTSAZH7Pfup,0.583,153267.0,0.316,2.03e-05,11.0,0.107,-8.953,0.0,0.0272,99.69,4.0,0.626,False,"['brill building pop', 'bubblegum pop', 'classic girl group', 'doo-wop', 'folk rock', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",pop
Wings Of A Dove,Ferlin Husky,18,1960,Ferlin Husky,2013-08-13,Wings of a Dove,Ferlin Husky,31vF1iGX0S3Dtv0rQfEksJ,spotify:track:31vF1iGX0S3Dtv0rQfEksJ,41,0.497,https://api.spotify.com/v1/audio-analysis/31vF1iGX0S3Dtv0rQfEksJ,0.5,142907.0,0.319,0.0,4.0,0.101,-15.735,1.0,0.039,177.489,3.0,0.646,False,"['country gospel', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country']",country
Wooly Bully,Sam The Sham and the Pharaohs,18,1960,Sam The Sham and the Pharaohs,1987-08-04,Wooly Bully,Various Artists,2XkuSbp5say8nZW8g6156Z,spotify:track:2XkuSbp5say8nZW8g6156Z,52,0.713,https://api.spotify.com/v1/audio-analysis/2XkuSbp5say8nZW8g6156Z,0.582,140867.0,0.575,3.66e-06,7.0,0.151,-11.89,1.0,0.0529,140.601,4.0,0.558,False,[],unknown
Cast Your Fate To The Wind,Vince Guaraldi Trio,18,1960,Vince Guaraldi Trio,1990-01-01,Cast Your Fate To The Wind,Vince Guaraldi Trio,2Uyv4IymecQUPjKchJKC3R,spotify:track:2Uyv4IymecQUPjKchJKC3R,34,0.775,https://api.spotify.com/v1/audio-analysis/2Uyv4IymecQUPjKchJKC3R,0.483,185867.0,0.129,0.17,8.0,0.125,-20.922,1.0,0.0404,124.781,4.0,0.313,False,"['adult standards', 'jazz trio']",pop
Just Out Of Reach (Of My Two Open Arms),Solomon Burke,18,1960,Solomon Burke,2019-08-02,Just Out of Reach (Of My Two Open Arms) - Remastered,Solomon Burke,3vK5NbNkPr8s2HTsItwKoq,spotify:track:3vK5NbNkPr8s2HTsItwKoq,5,0.801,https://api.spotify.com/v1/audio-analysis/3vK5NbNkPr8s2HTsItwKoq,0.413,167570.0,0.275,5.38e-06,10.0,0.21,-16.935,1.0,0.0413,113.7,3.0,0.345,False,"['brill building pop', 'classic soul', 'funk', 'motown', 'quiet storm', 'rock-and-roll', 'soul', 'soul blues', 'southern soul', 'vocal jazz']",pop
Stay,Maurice Williams & The Zodiacs,18,1960,Maurice Williams & The Zodiacs,1987-09-24,Stay,Various Artists,5R2DZitRTDYtrkCoJiddct,spotify:track:5R2DZitRTDYtrkCoJiddct,54,0.842,https://api.spotify.com/v1/audio-analysis/5R2DZitRTDYtrkCoJiddct,0.555,94907.0,0.404,0.0,7.0,0.218,-14.187,0.0,0.0621,120.509,4.0,0.736,False,[],unknown
Louie Louie,The Kingsmen,18,1960,The Kingsmen,2006-01-31,Louie Louie,The Kingsmen,0iA3xXSkSCiJywKyo1UKjQ,spotify:track:0iA3xXSkSCiJywKyo1UKjQ,67,0.102,https://api.spotify.com/v1/audio-analysis/0iA3xXSkSCiJywKyo1UKjQ,0.623,165381.0,0.709,0.0,1.0,0.0967,-9.818,0.0,0.0636,122.394,4.0,0.948,False,['classic garage rock'],unknown
Mule Skinner Blues,The Fendermen,18,1960,The Fendermen,1960-01-01,Mule Skinner Blues,The Fendermen,5KPCpGCjdjvXdsXy89AQSQ,spotify:track:5KPCpGCjdjvXdsXy89AQSQ,28,0.814,https://api.spotify.com/v1/audio-analysis/5KPCpGCjdjvXdsXy89AQSQ,0.51,148333.0,0.592,0.0,4.0,0.0933,-6.387,1.0,0.0384,128.876,4.0,0.545,False,[],unknown
Sailor (Your Home Is The Sea),Lolita,18,1960,Lolita,2013-07-20,Sailor (Your Home Is The Sea),Various Artists,3l477StNmG8dGEwGzFshxh,spotify:track:3l477StNmG8dGEwGzFshxh,10,0.826,https://api.spotify.com/v1/audio-analysis/3l477StNmG8dGEwGzFshxh,0.453,170200.0,0.297,3.98e-05,7.0,0.35,-10.041,1.0,0.0325,102.537,4.0,0.388,False,[],unknown
I Can't Stop Loving You,Ray Charles,18,1960,Ray Charles,2019-09-06,I Can't Stop Loving You,Various Artists,75jSiCVrBvAEqOndUmcy79,spotify:track:75jSiCVrBvAEqOndUmcy79,0,0.801,https://api.spotify.com/v1/audio-analysis/75jSiCVrBvAEqOndUmcy79,0.311,253013.0,0.285,0.0,5.0,0.332,-13.543,1.0,0.0314,79.582,4.0,0.381,False,[],unknown
Walk -- Don't Run,The Ventures,18,1960,The Ventures,1960-01-01,"Walk, Don't Run",The Ventures,7B2pUwzvlbNG9D855r9ugf,spotify:track:7B2pUwzvlbNG9D855r9ugf,45,0.842,https://api.spotify.com/v1/audio-analysis/7B2pUwzvlbNG9D855r9ugf,0.492,122933.0,0.634,0.923,5.0,0.126,-13.247,1.0,0.0297,156.104,4.0,0.949,False,"['rock-and-roll', 'rockabilly', 'surf music']",rock
Money (That's what I want),Barrett Strong,17,1960,Barrett Strong,2003-01-01,Money (That's What I Want),Barrett Strong,0QMFMQF3HoSk5WvMyx8aMT,spotify:track:0QMFMQF3HoSk5WvMyx8aMT,49,0.346,https://api.spotify.com/v1/audio-analysis/0QMFMQF3HoSk5WvMyx8aMT,0.665,157880.0,0.806,0.0,5.0,0.128,-7.972,1.0,0.0327,132.263,4.0,0.953,False,['motown'],unknown
Knock On Wood,Eddie Floyd,17,1960,Eddie Floyd,1967,Knock on Wood,Eddie Floyd,3YJx77Xx8JSwEoxqrkQO5c,spotify:track:3YJx77Xx8JSwEoxqrkQO5c,61,0.277,https://api.spotify.com/v1/audio-analysis/3YJx77Xx8JSwEoxqrkQO5c,0.864,189840.0,0.346,0.00521,4.0,0.0514,-12.918,1.0,0.0365,105.164,4.0,0.964,False,"['classic soul', 'memphis soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']",pop
Kiddio,Brook Benton,17,1960,Brook Benton,2009-01-01,Kiddio - Rerecorded,Brook Benton,7l9RNVHHVgG7mMqnRoEcjL,spotify:track:7l9RNVHHVgG7mMqnRoEcjL,14,0.837,https://api.spotify.com/v1/audio-analysis/7l9RNVHHVgG7mMqnRoEcjL,0.778,152307.0,0.29,0.000523,3.0,0.21,-12.873,1.0,0.0625,112.048,4.0,0.767,False,"['adult standards', 'brill building pop', 'motown', 'rhythm and blues', 'rock-and-roll', 'soul', 'southern soul']",pop
Any Way That You Want Me,Evie Sands,17,1960,Evie Sands,1969-10-08,Any Way That You Want Me,Evie Sands,0Hn2czXxRzvTHPshSNpXgT,spotify:track:0Hn2czXxRzvTHPshSNpXgT,15,0.232,https://api.spotify.com/v1/audio-analysis/0Hn2czXxRzvTHPshSNpXgT,0.325,217973.0,0.562,0.000163,7.0,0.138,-6.099,1.0,0.0489,168.935,4.0,0.378,False,[],unknown
Fannie Mae,Buster Brown,17,1960,Buster Brown,2010-07-27,Fannie Mae,Buster Brown,3dMpikgb98W6TmcgkEt1Js,spotify:track:3dMpikgb98W6TmcgkEt1Js,32,0.92,https://api.spotify.com/v1/audio-analysis/3dMpikgb98W6TmcgkEt1Js,0.61,172160.0,0.533,0.531,10.0,0.13,-7.324,0.0,0.0368,124.29,4.0,0.842,False,['jump blues'],unknown
Burning Bridges,Jack Scott,17,1960,Jack Scott,2010-01-01,Burning Bridges,Various Artists,51jyAgrsTNvOyZPW949qZR,spotify:track:51jyAgrsTNvOyZPW949qZR,22,0.809,https://api.spotify.com/v1/audio-analysis/51jyAgrsTNvOyZPW949qZR,0.465,161733.0,0.276,0.000272,2.0,0.214,-13.184,1.0,0.0242,82.613,4.0,0.233,False,[],unknown
I Heard It Through The Grapevine,Gladys Knight And The Pips,17,1960,Gladys Knight And The Pips,1967,I Heard It Through The Grapevine,Gladys Knight & The Pips,1aRrJewQmqU3wMUf86VVc6,spotify:track:1aRrJewQmqU3wMUf86VVc6,49,0.218,https://api.spotify.com/v1/audio-analysis/1aRrJewQmqU3wMUf86VVc6,0.693,165893.0,0.566,1.49e-05,5.0,0.179,-11.611,1.0,0.0442,112.337,4.0,0.9,False,"['adult standards', 'brill building pop', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",pop
